CREATED,UPDATED,PRECISION,ACCURACY,CAP_SCALE,X,Y,COMPILER,DES_REF,DES_TITLE,DES_TYPE,DESIGNATED,AMENDED,LINK,LEGISLATIO,CLASS,LOCAL_AUTH,PARISH,CATEGORY,Shape_Leng,Shape_Area,AREA
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,245833,622136,Historic Environment Scotland,SM5281,Trabboch Castle,Scheduled Monument,1992-03-17,,http://portal.historicenvironment.scot/designation/SM5281,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,East Ayrshire,Stair,Secular: castle,140.48413116,1570.48181242,1570.48181242
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,295124,622132,Historic Environment Scotland,SM4487,"Berries Burn,cairn 800m NNW of Castle Crawford Farm",Scheduled Monument,1988-03-28,,http://portal.historicenvironment.scot/designation/SM4487,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,South Lanarkshire,Crawford,Prehistoric ritual and funerary: cairn (type uncertain),64.354201034,329.55808937,329.55808937
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,233248,622119,Historic Environment Scotland,SM6276,"Ayr Fort Wall (part), Arran Terrace, Ayr",Scheduled Monument,1995-12-04,,http://portal.historicenvironment.scot/designation/SM6276,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,South Ayrshire,Ayr,Secular: fort (non-prehistoric),273.135504095,657.84049224,657.84049224
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,381218,622107,Historic Environment Scotland,SM6002,"Elliesheugh,farmstead and field system",Scheduled Monument,1991-07-30,,http://portal.historicenvironment.scot/designation/SM6002,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Morebattle,Secular: farmstead,883.919148672,40245.6078795,40245.6078795
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,297258,622103,Historic Environment Scotland,SM3292,"Normangill,henge",Scheduled Monument,1973-07-20,,http://portal.historicenvironment.scot/designation/SM3292,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,South Lanarkshire,Crawford,Prehistoric ritual and funerary: henge,488.543692768,6956.94726925,6956.94726925
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,233461,622081,Historic Environment Scotland,SM6278,"Ayr Fort Gate, nos.2 and 2A Montgomerie Terrace, Ayr",Scheduled Monument,1995-10-09,,http://portal.historicenvironment.scot/designation/SM6278,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,South Ayrshire,Ayr,Secular: fort (non-prehistoric),14.1200528246,3.1823655062,3.1823655062
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,175171,622066,Historic Environment Scotland,SM3042,"Kilchousland Church, church and burial ground",Scheduled Monument,1971-06-11,2000-12-08,http://portal.historicenvironment.scot/designation/SM3042,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Argyll and Bute,Campbeltown,Crosses and carved stones: tombstone; Ecclesiastical: church,196.631646333,1798.53399999,1798.53399999
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,300875,622064,Historic Environment Scotland,SM4735,"Campshead,unenclosed platform settlement 800m WNW of",Scheduled Monument,1990-03-19,,http://portal.historicenvironment.scot/designation/SM4735,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,South Lanarkshire,Crawford,Prehistoric domestic and defensive: platform settlement,411.71638692,10004.5825909,10004.5825909
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,306507,622027,Historic Environment Scotland,SM2723,"Glenbreck,cairn 680m NE of",Scheduled Monument,1968-11-04,,http://portal.historicenvironment.scot/designation/SM2723,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Tweedsmuir,Prehistoric ritual and funerary: cairn (type uncertain),47.5412334595,179.85356186,179.85356186
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,295285,622011,Historic Environment Scotland,SM2631,"Castle Crawford Farm,enclosure 585m NNW of",Scheduled Monument,1967-07-21,1969-03-31,http://portal.historicenvironment.scot/designation/SM2631,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,South Lanarkshire,Crawford,Prehistoric domestic and defensive: enclosure (domestic or defensive),222.41345788,3936.41156395,3936.41156395
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,379636,622002,Historic Environment Scotland,SM298,"Hownam Law,fort and cairn",Scheduled Monument,1958-02-14,,http://portal.historicenvironment.scot/designation/SM298,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Hownam,Prehistoric domestic and defensive: fort (includes hill and promontory fort); Prehistoric ritual and funerary: cairn (type uncertain),1264.68921471,99767.7451149,99767.7451149
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,233288,621995,Historic Environment Scotland,SM6277,"Ayr Fort Wall (part), Ailsa Place, Ayr",Scheduled Monument,1995-12-04,,http://portal.historicenvironment.scot/designation/SM6277,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,South Ayrshire,Ayr,Secular: fort (non-prehistoric),150.354789423,350.889698765,350.889698765
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,348202,621940,Historic Environment Scotland,SM2140,"Campknowe Plantation,fort & enclosure",Scheduled Monument,1961-10-09,,http://portal.historicenvironment.scot/designation/SM2140,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Ashkirk,Prehistoric domestic and defensive: enclosure (domestic or defensive),342.374871422,8314.82794408,8314.82794408
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,293561,621885,Historic Environment Scotland,SM2614,"Kirkton,fort 860m NNE of",Scheduled Monument,1967-07-21,1993-11-30,http://portal.historicenvironment.scot/designation/SM2614,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,South Lanarkshire,Crawford,Prehistoric domestic and defensive: fort (includes hill and promontory fort),368.343367693,10252.3862516,10252.3862516
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,344888,621878,Historic Environment Scotland,SM2227,"Broadlee Hill,fort",Scheduled Monument,1962-03-30,,http://portal.historicenvironment.scot/designation/SM2227,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Ashkirk,Prehistoric domestic and defensive: fort (includes hill and promontory fort),424.282244243,13732.4364857,13732.4364857
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,295184,621877,Historic Environment Scotland,SM2616,"Castle Crawford Farm,fort 500m NW of",Scheduled Monument,1967-07-21,,http://portal.historicenvironment.scot/designation/SM2616,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,South Lanarkshire,Crawford,Prehistoric domestic and defensive: fort (includes hill and promontory fort),394.056990803,10570.7936535,10570.7936535
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,296231,621843,Historic Environment Scotland,SM4256,"Midlock,cairn 640m NE of",Scheduled Monument,1980-04-28,,http://portal.historicenvironment.scot/designation/SM4256,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,South Lanarkshire,Crawford,Prehistoric ritual and funerary: cairn (type uncertain),62.6600167269,312.434643374,312.434643374
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,296341,621840,Historic Environment Scotland,SM4766,"Fall Hill,enclosed cremation cemetery 650m NE of Midlock",Scheduled Monument,1990-10-15,,http://portal.historicenvironment.scot/designation/SM4766,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,South Lanarkshire,Crawford,Prehistoric ritual and funerary: enclosed cremation cemetery,191.868056044,2929.43280926,2929.43280926
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,307019,621801,Historic Environment Scotland,SM3688,"Grange Hill, platform settlement 1000m ENE of Glenbreck",Scheduled Monument,1975-08-01,1998-10-16,http://portal.historicenvironment.scot/designation/SM3688,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Tweedsmuir,Prehistoric domestic and defensive: platform settlement,363.074401803,8143.68176945,8143.68176945
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,291714,621793,Historic Environment Scotland,SM4249,"Glencaple,platform settlement 600m NW of",Scheduled Monument,1980-02-25,,http://portal.historicenvironment.scot/designation/SM4249,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,South Lanarkshire,Crawfordjohn,Prehistoric domestic and defensive: platform settlement,248.455872533,3687.35481124,3687.35481124
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,385208,621749,Historic Environment Scotland,SM4780,"Auchope,settlement 325m NW of",Scheduled Monument,1990-10-15,,http://portal.historicenvironment.scot/designation/SM4780,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Morebattle,Prehistoric domestic and defensive: settlement,670.14244849,24076.6081594,24076.6081594
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,368750,621665,Historic Environment Scotland,SM3389,"Ulston Moor,Roman camp 600m N of Overwells",Scheduled Monument,1973-12-31,,http://portal.historicenvironment.scot/designation/SM3389,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Jedburgh,Roman: camp,2119.35832889,101826.618752,101826.618752
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,385449,621610,Historic Environment Scotland,SM4827,"Auchope,scooped homestead 80m NW of",Scheduled Monument,1990-11-15,,http://portal.historicenvironment.scot/designation/SM4827,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Morebattle,Prehistoric domestic and defensive: scooped homestead,154.175363469,1891.50786366,1891.50786366
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,294632,621602,Historic Environment Scotland,SM2822,"Kirkton,fort 1155m ENE of",Scheduled Monument,1969-03-31,,http://portal.historicenvironment.scot/designation/SM2822,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,South Lanarkshire,Crawford,Prehistoric domestic and defensive: fort (includes hill and promontory fort),103.055419282,845.122867007,845.122867007
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,384656,621601,Historic Environment Scotland,SM4889,"Sourhope,unenclosed platform settlement 1400m N of",Scheduled Monument,1990-10-29,,http://portal.historicenvironment.scot/designation/SM4889,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Morebattle,Prehistoric domestic and defensive: platform settlement,324.104724922,8358.89590177,8358.89590177
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,294503,621589,Historic Environment Scotland,SM2617,"Kirkton,settlement 1280m ENE of",Scheduled Monument,1967-07-21,1968-11-22,http://portal.historicenvironment.scot/designation/SM2617,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,South Lanarkshire,Crawford,Prehistoric domestic and defensive: settlement,336.261177932,8116.07896386,8116.07896386
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,297103,621533,Historic Environment Scotland,SM4526,"Normangill Rig,cairn 1000m S of Normangill",Scheduled Monument,1988-07-06,,http://portal.historicenvironment.scot/designation/SM4526,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,South Lanarkshire,Crawford,Prehistoric ritual and funerary: cairn (type uncertain),114.523595771,1009.34743209,1009.34743209
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,173691,621516,Historic Environment Scotland,SM3636,"Baraskomill, fort and shielings 600m NW of",Scheduled Monument,1975-04-08,1995-12-21,http://portal.historicenvironment.scot/designation/SM3636,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Argyll and Bute,Campbeltown,Prehistoric domestic and defensive: fort (includes hill and promontory fort); Secular: shieling,408.771127736,11845.1693988,11845.1693988
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,382504,621497,Historic Environment Scotland,SM4997,"Attonburn,settlement 1300m SE of",Scheduled Monument,1991-03-13,,http://portal.historicenvironment.scot/designation/SM4997,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Morebattle,Prehistoric domestic and defensive: settlement,315.373018873,7914.56887028,7914.56887028
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,291122,621493,Historic Environment Scotland,SM5267,"Glencaple,burnt mound 980m WNW of",Scheduled Monument,1992-03-19,,http://portal.historicenvironment.scot/designation/SM5267,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,South Lanarkshire,Crawfordjohn,Prehistoric domestic and defensive: burnt mound,106.354596972,900.101430595,900.101430595
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,295382,621452,Historic Environment Scotland,SM2632,"Crawford,Roman fort",Scheduled Monument,1967-12-29,,http://portal.historicenvironment.scot/designation/SM2632,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,South Lanarkshire,Crawford,Roman: fort,425.191662845,12772.4311328,12772.4311328
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,278462,621427,Historic Environment Scotland,SM4275,Cairn Kinny,Scheduled Monument,1980-09-11,,http://portal.historicenvironment.scot/designation/SM4275,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,South Lanarkshire,Crawfordjohn,Prehistoric ritual and funerary: cairn (type uncertain),76.9711715177,471.448821464,471.448821464
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,385070,621375,Historic Environment Scotland,SM4829,"Auchope,homestead 475m WSW of",Scheduled Monument,1990-11-15,,http://portal.historicenvironment.scot/designation/SM4829,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Morebattle,Prehistoric domestic and defensive: homestead,246.068843413,4818.27348747,4818.27348747
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,384198,621373,Historic Environment Scotland,SM4826,"Sourhope,cairn 1150m NNW of",Scheduled Monument,1990-11-15,,http://portal.historicenvironment.scot/designation/SM4826,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Morebattle,Prehistoric ritual and funerary: cairn (type uncertain),149.419327504,1776.60853323,1776.60853323
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,295433,621345,Historic Environment Scotland,SM2633,Crawford Castle or Lindsay Tower,Scheduled Monument,1967-12-29,,http://portal.historicenvironment.scot/designation/SM2633,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,South Lanarkshire,Crawford,Secular: castle,211.523233162,3446.18592947,3446.18592947
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,384772,621344,Historic Environment Scotland,SM1698,"Kip Knowe,fort",Scheduled Monument,1960-02-29,,http://portal.historicenvironment.scot/designation/SM1698,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Morebattle,Prehistoric domestic and defensive: fort (includes hill and promontory fort),358.068070874,10202.5739741,10202.5739741
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,290922,621331,Historic Environment Scotland,SM4332,"Lettershaws,platform settlement 1000m NE of",Scheduled Monument,1981-10-02,,http://portal.historicenvironment.scot/designation/SM4332,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,South Lanarkshire,Crawfordjohn,Prehistoric domestic and defensive: platform settlement,520.743492105,13421.3709845,13421.3709845
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,296972,621310,Historic Environment Scotland,SM4756,"Normangill Rig,platform settlement E of Midlock",Scheduled Monument,1990-10-15,,http://portal.historicenvironment.scot/designation/SM4756,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,South Lanarkshire,Crawford,Prehistoric domestic and defensive: platform settlement,1912.70119395,117165.18673,117165.18673
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,174243,621296,Historic Environment Scotland,SM3658,"Baraskomill,dun 275m NNE of",Scheduled Monument,1975-04-09,1993-02-17,http://portal.historicenvironment.scot/designation/SM3658,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Argyll and Bute,Campbeltown,Prehistoric domestic and defensive: dun,220.755993921,3511.38200665,3511.38200665
2001-01-01,2012-06-25,Within 1m,Location Digitised on OS MasterMap,2500,172380,621241,Historic Environment Scotland,SM174,"Balegreggen,standing stone 595m ESE of",Scheduled Monument,1936-10-14,,http://portal.historicenvironment.scot/designation/SM174,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Argyll and Bute,Campbeltown,Prehistoric ritual and funerary: standing stone,31.1820391118,77.3727409093,77.3727409093
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,172927,621231,Historic Environment Scotland,SM3644,"Bellfield, fort and dun 250m NE of",Scheduled Monument,1975-04-08,1995-12-12,http://portal.historicenvironment.scot/designation/SM3644,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Argyll and Bute,Campbeltown,Prehistoric domestic and defensive: dun,329.201434713,8317.99564995,8317.99564995
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,385249,621219,Historic Environment Scotland,SM4746,"Auchope,scooped homestead 400m SW of",Scheduled Monument,1990-10-15,,http://portal.historicenvironment.scot/designation/SM4746,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Morebattle,Prehistoric domestic and defensive: scooped homestead,261.297703532,5433.12329616,5433.12329616
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,369527,621206,Historic Environment Scotland,SM1708,"Cappuck,Roman fort",Scheduled Monument,1960-02-29,1985-01-07,http://portal.historicenvironment.scot/designation/SM1708,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Oxnam,Roman: fort,751.296076057,18598.1397425,18598.1397425
2001-01-01,2002-10-17,Within 1m,Location Digitised on OS MasterMap,2500,194929,621178,Historic Environment Scotland,SM395,"Clachaig, chambered cairn",Scheduled Monument,1953-07-29,2002-10-17,http://portal.historicenvironment.scot/designation/SM395,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,North Ayrshire,Kilmory,Prehistoric ritual and funerary: chambered cairn,74.0210528189,417.925319766,417.925319766
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,305571,621091,Historic Environment Scotland,SM3533,"Glenbreck,platform settlement 630m SW of",Scheduled Monument,1974-12-13,,http://portal.historicenvironment.scot/designation/SM3533,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Tweedsmuir,Prehistoric domestic and defensive: platform settlement,355.098084815,9238.07128895,9238.07128895
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,195518,621080,Historic Environment Scotland,SM90307,"Torrylin,chambered long cairn 610m SW of",Scheduled Monument,1994-05-23,,http://portal.historicenvironment.scot/designation/SM90307,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,North Ayrshire,Kilmory,Prehistoric ritual and funerary: chambered cairn,161.210581232,1662.97316554,1662.97316554
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,385708,621024,Historic Environment Scotland,SM4871,"Auchope,settlement 550m SSE of",Scheduled Monument,1990-10-29,,http://portal.historicenvironment.scot/designation/SM4871,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Morebattle,Prehistoric domestic and defensive: settlement,292.566558461,6811.26155712,6811.26155712
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,296727,621024,Historic Environment Scotland,SM4757,"Midlock,platform settlement 1000m ESE of",Scheduled Monument,1990-10-15,,http://portal.historicenvironment.scot/designation/SM4757,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,South Lanarkshire,Crawford,Prehistoric domestic and defensive: platform settlement,512.226721703,19504.2589799,19504.2589799
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,381825,620951,Historic Environment Scotland,SM4995,"Mow Law,enclosures and field system NE of Mowhaugh",Scheduled Monument,1991-03-13,,http://portal.historicenvironment.scot/designation/SM4995,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Morebattle,Prehistoric domestic and defensive: enclosure (domestic or defensive),1461.08271263,107448.724401,107448.724401
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,203621,620919,Historic Environment Scotland,SM5156,Kildonan Castle,Scheduled Monument,1991-10-14,,http://portal.historicenvironment.scot/designation/SM5156,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,North Ayrshire,Kilmory,Secular: castle,88.4202439945,487.429205067,487.429205067
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,358197,620897,Historic Environment Scotland,SM2881,Fatlips Castle,Scheduled Monument,1969-12-30,,http://portal.historicenvironment.scot/designation/SM2881,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Minto,Secular: castle,98.93559958,521.192509964,521.192509964
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,343027,620865,Historic Environment Scotland,SM2191,"Wester Essenside,fort",Scheduled Monument,1962-01-22,,http://portal.historicenvironment.scot/designation/SM2191,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Ashkirk,Prehistoric domestic and defensive: fort (includes hill and promontory fort),390.47932338,11306.5209319,11306.5209319
2001-01-01,2013-02-07,Within 1m,Location Digitised on OS MasterMap,2500,162868,620862,Historic Environment Scotland,SM3679,"Uisaed, cairn 330m NW of Fisherman's Cottage",Scheduled Monument,1975-07-21,2013-02-07,http://portal.historicenvironment.scot/designation/SM3679,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Argyll and Bute,Campbeltown,Prehistoric ritual and funerary: cairn (type uncertain),77.7558478708,472.075213047,472.075213047
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,199748,620819,Historic Environment Scotland,SM5691,"Craigdhu,fort 380m S of,Arran",Scheduled Monument,1993-05-17,,http://portal.historicenvironment.scot/designation/SM5691,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,North Ayrshire,Kilmory,Prehistoric domestic and defensive: fort (includes hill and promontory fort),263.604443732,4827.45016478,4827.45016478
2002-12-19,,Within 1m,Location Digitised on OS MasterMap,2500,365035,620789,Historic Environment Scotland,SM9858,Jedburgh Franciscan Friary,Scheduled Monument,2002-12-19,,http://portal.historicenvironment.scot/designation/SM9858,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Jedburgh,Ecclesiastical: claustral remains,127.812579897,1045.85470312,1045.85470312
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,378333,620782,Historic Environment Scotland,SM3186,"Braemoor Knowe, cultivation  terraces",Scheduled Monument,1972-09-13,1994-05-24,http://portal.historicenvironment.scot/designation/SM3186,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Hownam,Prehistoric domestic and defensive: cultivation terraces; Secular: cultivation terraces,2524.52713437,213541.822719,213541.822719
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,199358,620756,Historic Environment Scotland,SM3254,"East Bennan,long cairn",Scheduled Monument,1972-12-26,,http://portal.historicenvironment.scot/designation/SM3254,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,North Ayrshire,Kilmory,Prehistoric ritual and funerary: long cairn,226.109771537,3214.16421621,3214.16421621
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,384273,620683,Historic Environment Scotland,SM2432,"Sourhope,cultivation terraces,homestead & hut circles",Scheduled Monument,1964-05-14,,http://portal.historicenvironment.scot/designation/SM2432,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Morebattle,Prehistoric domestic and defensive: cultivation terraces,2382.48640809,178660.475133,178660.475133
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,385161,620678,Historic Environment Scotland,SM6003,"Fasset Hill,palisaded settlement",Scheduled Monument,1991-07-30,,http://portal.historicenvironment.scot/designation/SM6003,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Morebattle,Prehistoric domestic and defensive: palisaded settlement,432.322340659,14872.8278002,14872.8278002
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,305457,620661,Historic Environment Scotland,SM2981,"Glenbreck,platform settlements 1100m SW of",Scheduled Monument,1970-10-06,1994-05-04,http://portal.historicenvironment.scot/designation/SM2981,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Tweedsmuir,Prehistoric domestic and defensive: platform settlement,541.690017607,14359.0427161,14359.0427161
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,164462,620655,Historic Environment Scotland,SM193,"Cnocan Sithean,cairn,Machrihanish",Scheduled Monument,1936-10-21,,http://portal.historicenvironment.scot/designation/SM193,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Argyll and Bute,Campbeltown,Prehistoric ritual and funerary: cairn (type uncertain),100.917944995,808.39295893,808.39295893
2001-01-01,2016-11-10,Within 8m,Location Digitised on OS MasterMap,2500,298926,620618,Historic Environment Scotland,SM4531,"Whelphill, unenclosed platform settlement 390m W of",Scheduled Monument,1988-07-06,2016-11-10,http://portal.historicenvironment.scot/designation/SM4531,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,South Lanarkshire,Crawford,Prehistoric domestic and defensive: platform settlement,1453.9669682,61253.9510613,61253.9510613
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,386169,620593,Historic Environment Scotland,SM4835,"Sourhope,settlements and field system 1600m ENE of",Scheduled Monument,1990-11-15,,http://portal.historicenvironment.scot/designation/SM4835,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Morebattle,Prehistoric domestic and defensive: platform settlement,563.920316894,25305.4487467,25305.4487467
2001-01-01,2012-10-28,Within 1m,Location Digitised on OS MasterMap,2500,163638,620480,Historic Environment Scotland,SM3677,"Cnoc Sabhail,dun,Machrihanish",Scheduled Monument,1975-07-21,,http://portal.historicenvironment.scot/designation/SM3677,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Argyll and Bute,Campbeltown,Prehistoric domestic and defensive: dun,308.365494553,5957.10295609,5957.10295609
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,172045,620445,Historic Environment Scotland,SM249,"Campbeltown Cross,Hall Street",Scheduled Monument,1927-11-04,1960-12-20,http://portal.historicenvironment.scot/designation/SM249,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Argyll and Bute,Campbeltown,Crosses and carved stones: market cross,42.1069699883,141.086654051,141.086654051
2012-11-15,,Within 1m,Location Digitised on OS MasterMap,2500,365016,620443,Historic Environment Scotland,SM13126,"Jedburgh Abbey, 50m ESE of Abbey House",Scheduled Monument,2012-11-15,1921-12-31,http://portal.historicenvironment.scot/designation/SM13126,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Jedburgh,Ecclesiastical: abbey,525.408316438,12968.8217572,12968.8217572
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,385322,620442,Historic Environment Scotland,SM2431,"Fasset Hill,cultivation terraces",Scheduled Monument,1964-05-14,,http://portal.historicenvironment.scot/designation/SM2431,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Morebattle,Prehistoric domestic and defensive: cultivation terraces,1095.64466678,67201.1111815,67201.1111815
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,385575,620406,Historic Environment Scotland,SM4745,"Sourhope,scooped settlement 1050m ENE of",Scheduled Monument,1990-10-15,,http://portal.historicenvironment.scot/designation/SM4745,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Morebattle,Prehistoric domestic and defensive: scooped settlement,252.478294052,5072.5494067,5072.5494067
2001-01-01,,Within 10m,Location Digitised on OS MasterMap,10000,308026,620353,Historic Environment Scotland,SM3132,Hawkshaw Castle,Scheduled Monument,1971-12-30,,http://portal.historicenvironment.scot/designation/SM3132,http://www.legislation.gov.uk/ukpga/1979/46,Cultural,Scottish Borders,Tweedsmuir,Secular: castle,212.668345979,3599.01699404,3599.01699404
