lon	lat	id	title	start	ccodes	aat_types	types	title_source
-2.145726912	55.07586474	1011418	Motte and bailey castle on Money Hill	28/11/1932	GB	300004790	listed building	Historic England
-2.65022256	55.07148321	1015867	High Grains medieval pele tower and three shielings 200m west of High Grains Farm	11/07/1997	GB	300004790	listed building	Historic England
-2.649154941	55.07114902	1017461	High Grains bastle and shieling 130m west of High Grains Farm	11/07/1997	GB	300004790	listed building	Historic England
-2.112598647	55.07239188	1008662	Romano-British farmstead, 120m south west of Cat's Elbow	21/07/1994	GB	300004790	listed building	Historic England
-2.669413891	55.07039856	1015865	Braes Pele medieval tower and shielings 350m east of Borderrigg	11/07/1997	GB	300004790	listed building	Historic England
-2.492790733	55.07053452	1011839	Shieling, 500m south west of Spy Crags	07/03/1995	GB	300004790	listed building	Historic England
-2.634407892	55.06925819	1015732	Barron's Pike bowl barrow	11/07/1961	GB	300004790	listed building	Historic England
-2.664839638	55.06855084	1015866	Low Grains bastle	11/07/1997	GB	300004790	listed building	Historic England
-2.419851626	55.06940798	1010039	Shieling and associated building 1.45km west of Blue Hemmel	13/12/1994	GB	300004790	listed building	Historic England
-2.492521254	55.06891571	1011827	Shieling, 670m south west of Spy Crags	07/03/1995	GB	300004790	listed building	Historic England
-1.932308325	55.06971085	1014069	Unenclosed hut circle settlement, 180m north east of Sandyway Heads	29/04/1996	GB	300004790	listed building	Historic England
-2.268694644	55.06933502	1009381	Unenclosed settlement 220m south west of Manor House	22/08/1994	GB	300004790	listed building	Historic England
-2.657268265	55.06737579	1015864	Hennel Cleugh bowl barrow, 785m south west of High Grains Farm	11/07/1997	GB	300004790	listed building	Historic England
-2.475343014	55.06821237	1011828	Shieling, 500m east of Stowerhill Plantation	07/03/1995	GB	300004790	listed building	Historic England
-2.135638934	55.06888397	1002908	Gunnerton Crag camps	01/01/1900	GB	300004790	listed building	Historic England
-2.101683871	55.06806325	1011405	Round cairn, 450m SSE of Swinburne Castle	24/03/1994	GB	300004790	listed building	Historic England
-2.642714901	55.06621345	1015731	Round cairn 610m south east of High Grains	16/05/1997	GB	300004790	listed building	Historic England
-2.669905553	55.06555311	1015869	Dollerline medieval dispersed settlement 250m north of Bush Farm	26/03/1997	GB	300004790	listed building	Historic England
-2.687094477	55.06516498	1016083	Hall Hills medieval dispersed settlement 370m WNW of St Cuthbert's Church	24/09/1997	GB	300004790	listed building	Historic England
-2.268763483	55.06659708	1008566	The Goatstones stone circle, 280m south west of Ravensheugh Crags	22/08/1935	GB	300004790	listed building	Historic England
-1.933477345	55.06636986	1014070	Standing stone with cup markings, 230m south of Sandyway Heads	24/01/1969	GB	300004790	listed building	Historic England
-1.931988719	55.06610254	1014071	Round cairn, 280m SSE of Sandyway Heads	29/04/1996	GB	300004790	listed building	Historic England
-2.681996225	55.06405134	1015728	Bewcastle Roman fort, high cross shaft in St Cuthbert's churchyard, and Bew Castle medieval shell keep castle	01/11/1935	GB	300004790	listed building	Historic England
-2.104369084	55.06584918	1011406	Round cairn, 650m south of Swinburne Castle	24/03/1994	GB	300004790	listed building	Historic England
-2.099345794	55.06534221	1011407	Standing stone, 770m south-east of Swinburne Castle	28/11/1932	GB	300004790	listed building	Historic England
-2.651903383	55.06216169	1016088	Early post-medieval dispersed settlement on Mount Hulie	28/05/1974	GB	300004790	listed building	Historic England
-1.67366691	55.06210414	1003496	Gardner's Houses settlement	01/01/1900	GB	300004790	listed building	Historic England
-2.597706207	55.06096945	1413099	RAF Spadeadam: Greymare Hill Missile Test Area	10/10/2013	GB	300004790	listed building	Historic England
-2.937803885	55.05829389	1007152	Liddel Strength motte and bailey castle and fortified tower house	06/06/1924	GB	300004790	listed building	Historic England
-2.651240388	55.05941829	1016251	Medieval shieling 800m east of Woodhead	16/05/1997	GB	300004790	listed building	Historic England
-2.651163842	55.0589692	1015729	Stone hut circle and round cairn 800m east of Woodhead	28/05/1974	GB	300004790	listed building	Historic England
-2.6519674	55.0580708	1015730	Stone hut circle 740m east of Woodhead	16/05/1997	GB	300004790	listed building	Historic England
-2.584039065	55.05735588	1413097	RAF Spadeadam: Blue Streak Underground Launcher Facility	10/10/2013	GB	300004790	listed building	Historic England
-2.146094097	55.05833275	1006509	Round barrow N of Reaverhill	01/08/1961	GB	300004790	listed building	Historic England
-2.216434583	55.05794088	1012414	Simonburn Castle tower house	30/04/1934	GB	300004790	listed building	Historic England
-3.00120113	55.05246477	1016860	Scots' Dike	09/10/1981	GB	300004790	listed building	Historic England
-2.575605383	55.05292609	1013949	Shieling north of Jerrycalf Rigg	22/05/1995	GB	300004790	listed building	Historic England
-1.995616969	55.05427328	1006498	Camp on Grindstone Law	08/03/1963	GB	300004790	listed building	Historic England
-2.685621474	55.05160245	1016084	Medieval dispersed settlement 210m WNW of Lukes Cottage	24/09/1997	GB	300004790	listed building	Historic England
-1.870282494	55.0529154	1006428	Shrunken medieval village, The Heugh	01/01/1900	GB	300004790	listed building	Historic England
-2.107376647	55.05284986	1011420	Round cairn, 460m east of Edge House	25/02/1994	GB	300004790	listed building	Historic England
-2.491873703	55.05092938	1010047	Shieling at Sundayburn Linn	12/12/1994	GB	300004790	listed building	Historic England
-2.676561735	55.04888072	1015737	Medieval shieling on Espy Bank 35m south of Esby Well	16/05/1997	GB	300004790	listed building	Historic England
-1.743709488	55.04977448	1017042	Vicar's Pele: a medieval tower house on north side of Main Street	14/12/1999	GB	300004790	listed building	Historic England
-2.676763297	55.04800424	1015733	Towerbrae round cairn	28/03/1973	GB	300004790	listed building	Historic England
-2.185417817	55.04768972	1011082	Romano-British farmstead, 400m north-east of Sharpley	07/03/1994	GB	300004790	listed building	Historic England
-2.487479101	55.04629918	1010030	Shieling 290m south west of Benty Sike	07/12/1994	GB	300004790	listed building	Historic England
-1.943721322	55.04596547	1014072	Round cairn, 250m south east of Low Hall	04/06/1962	GB	300004790	listed building	Historic England
-2.099998714	55.04356608	1011419	Bowl barrow, 400m ENE of Chollerton Farm	17/07/1961	GB	300004790	listed building	Historic England
-1.879912175	55.04309977	1006576	Market cross	28/11/1932	GB	300004790	listed building	Historic England
-2.480743769	55.04176725	1010031	The easternmost of two shielings on the left bank of Small Burn	07/12/1994	GB	300004790	listed building	Historic England
-2.481021702	55.04175899	1010032	The westernmost of two shielings on the left bank of Small Burn	07/12/1994	GB	300004790	listed building	Historic England
-2.555761218	55.04095583	1017733	Standing stone on Standingstone Rigg	24/02/1998	GB	300004790	listed building	Historic England
-2.632617223	55.03984794	1413098	RAF Spadeadam: Priorlancy Rigg, Engine Test Area	10/10/2013	GB	300004790	listed building	Historic England
-2.485619604	55.03985228	1007096	Shieling on N bank of Irthing below Bells Braes	01/01/1900	GB	300004790	listed building	Historic England
-2.575683121	55.03784045	1011832	Shieling, 110m south of Bull Crag	22/05/1995	GB	300004790	listed building	Historic England
-2.497379584	55.03753073	1010033	Shieling 900m north east of Rotheryhaugh	12/03/1974	GB	300004790	listed building	Historic England
-2.573323625	55.0367189	1017732	Group of shielings, 100m north of Tinkler Crags	31/03/1994	GB	300004790	listed building	Historic England
-2.200507614	55.03720226	1010961	Hadrian's Wall and vallum between the road to Simonburn and the field boundary east of Carrawburgh car park in wall miles 29, 30 and 31	12/12/1928	GB	300004790	listed building	Historic England
-2.528499781	55.03610986	1017724	Shielings and later farmstead on Cock Law, 600m north west of Horseholme	12/03/1974	GB	300004790	listed building	Historic England
-2.194390108	55.03664005	1017536	Limestone Corner Roman temporary camp	12/12/1928	GB	300004790	listed building	Historic England
-1.924876409	55.03565358	1016351	East Matfen medieval village and open field system	19/07/1979	GB	300004790	listed building	Historic England
-2.572879047	55.03430146	1017731	Shieling 150m south of Tinkler Crags	31/03/1994	GB	300004790	listed building	Historic England
-2.309380197	55.0350913	1011075	Three round cairns, 500m east of King's Crags	09/03/1994	GB	300004790	listed building	Historic England
-2.31108962	55.03490205	1011076	Stone circle, 380m east of King's Crags	16/11/1965	GB	300004790	listed building	Historic England
-2.313070087	55.03477884	1011074	Romano-British farmstead, 250m east of King's Crags	04/06/1970	GB	300004790	listed building	Historic England
-2.223771233	55.03483049	1015914	Carrawburgh Roman fort and Hadrian's Wall and vallum between the field boundary east of the fort and the field boundary west of Coventina's Well in wall mile 31	12/12/1928	GB	300004790	listed building	Historic England
-2.096619738	55.03484136	1006602	Cocklaw Tower	01/01/1900	GB	300004790	listed building	Historic England
-2.566749965	55.03270958	1011831	Two shielings below Crying Crag	18/07/1974	GB	300004790	listed building	Historic England
-2.316447195	55.03358981	1011077	Round cairn, 120m south of King's Crags	16/11/1965	GB	300004790	listed building	Historic England
-2.242597809	55.03314968	1010962	Hadrian's Wall and vallum between the field boundary west of Coventina's Well and the field boundary at Brown Dikes in wall miles 31 and 32	12/12/1928	GB	300004790	listed building	Historic England
-2.672906985	55.03065372	1016399	Prehistoric cup marked stone 380m south of Gillalees	22/12/1997	GB	300004790	listed building	Historic England
-2.321248338	55.0317439	1011079	Round cairn, 120m ENE of Kingscrag Gate	07/03/1994	GB	300004790	listed building	Historic England
-2.320324496	55.0316703	1011078	Round cairn, 150m east of Kingscrag Gate	16/11/1965	GB	300004790	listed building	Historic England
-2.165967624	55.03189923	1010960	Hadrian's Wall and vallum between Chesters and the road to Simonburn in wall miles 27, 28 and 29	12/12/1928	GB	300004790	listed building	Historic England
-2.178941082	55.0316947	1010935	Walwick Fell Roman temporary camp	12/12/1928	GB	300004790	listed building	Historic England
-2.320389861	55.03135428	1009467	Round cairn, 150m ESE of Kingscrag Gate	16/11/1965	GB	300004790	listed building	Historic England
-2.608654919	55.02957259	1413096	RAF Spadeadam: Component Test Area	10/10/2013	GB	300004790	listed building	Historic England
-2.286704486	55.03044849	1011080	Moated site and fishpond, 1km ENE of Sewingshields on Fozy Moss	22/03/1949	GB	300004790	listed building	Historic England
-2.684165681	55.02856353	1015767	Two round cairns in Mollen Wood, 660m east of Parkgate Bridge	08/04/1997	GB	300004790	listed building	Historic England
-2.179204782	55.03033195	1011413	Romano-British farmstead, 210m south east of Walwick Fell	30/06/1969	GB	300004790	listed building	Historic England
-2.582716349	55.02894263	1011829	The easternmost of two shielings below Rowantree Crag	23/05/1974	GB	300004790	listed building	Historic England
-2.583350899	55.0287718	1011830	The westernmost of two shielings below Rowantree Crag	23/05/1974	GB	300004790	listed building	Historic England
-2.684389911	55.02824131	1015766	Round cairn in Mollen Wood, 640m east of Parkgate Bridge	22/06/1973	GB	300004790	listed building	Historic England
-2.296919211	55.02966566	1011081	Fishponds, 450m north-east of Sewingshields	07/03/1994	GB	300004790	listed building	Historic England
-2.274700873	55.02966853	1010963	Hadrian's Wall and vallum between the field boundary at Brown Dikes and the field boundary east of turret 34a in wall miles 32, 33 and 34	12/12/1928	GB	300004790	listed building	Historic England
-2.322927341	55.02924944	1017958	Roman quarry inscription on Queen's Crags, 680m south east of East Hotbank	02/05/1972	GB	300004790	listed building	Historic England
-2.050748879	55.02945927	1011096	Romano-British farmstead, 1km north-west of Grottington Farm	04/04/1951	GB	300004790	listed building	Historic England
-2.049006317	55.02939032	1011098	Round cairn 900m north-west of Grottington Farm	21/02/1994	GB	300004790	listed building	Historic England
-2.127271314	55.02919023	1002947	Chollerford Bridge, with abutments of previous bridge	01/01/1900	GB	300004790	listed building	Historic England
-2.047135356	55.02920647	1011097	Romano-British farmstead, 750m north-west of Grottington Farm	04/04/1951	GB	300004790	listed building	Historic England
-2.696785836	55.0270513	1016087	Medieval dispersed settlement at Askerton Park 170m WSW of Parkgate Bridge	24/09/1997	GB	300004790	listed building	Historic England
-2.24615293	55.02870157	1010981	Brown Moor Roman temporary camp	12/12/1928	GB	300004790	listed building	Historic England
-1.949449599	55.02854704	1014068	Standing stone with cup markings, 50m south of Standing Stone Farm	28/11/1932	GB	300004790	listed building	Historic England
-2.605362495	55.02667855	1413095	RAF Spadeadam: British Oxygen Corporation Air Separation Plant	10/10/2013	GB	300004790	listed building	Historic England
-2.130173405	55.02754977	1006567	Remains of medieval bridge, Chollerford	01/01/1900	GB	300004790	listed building	Historic England
-2.391127873	55.02661503	1020342	Ring cairn and shieling immediately west of Chatley Crags	02/07/1999	GB	300004790	listed building	Historic England
-2.252012402	55.02697345	1010936	Brown Dikes Roman temporary camp	12/12/1928	GB	300004790	listed building	Historic England
-2.237833886	55.02659378	1008432	Round cairn, 670m NNE of Middle House	20/06/1994	GB	300004790	listed building	Historic England
-2.284683029	55.02620877	1010937	Coesike East Roman temporary camp	12/12/1928	GB	300004790	listed building	Historic England
-2.286314992	55.0251767	1010938	Coesike West Roman temporary camps 1 and 2	12/12/1928	GB	300004790	listed building	Historic England
-2.143024045	55.02459864	1010959	The Roman fort, vicus, bridge abutments and associated remains of Hadrian's Wall at Chesters in wall mile 27	12/12/1928	GB	300004790	listed building	Historic England
-2.314399909	55.02364947	1010964	Hadrian's Wall and associated features between the boundary east of turret 34a and the field boundary west of milecastle 36 in wall miles 34, 35 and 36	12/12/1928	GB	300004790	listed building	Historic England
-2.127819548	55.02333765	1018581	Hadrian's Wall and vallum between St Oswald's Cottages, east of Brunton Gate and the North Tyne in wall miles 25, 26 and 27	12/12/1928	GB	300004790	listed building	Historic England
-2.639340712	55.02102285	1018242	Maiden Way Roman road from B6318 to 450m SW of High House, Gillalees Beacon signal station and Beacon Pasture early post-medieval dispersed settlement	13/02/1975	GB	300004790	listed building	Historic England
-2.292630693	55.02224427	1010939	Grindon School Roman temporary camp	12/12/1928	GB	300004790	listed building	Historic England
-2.263450232	55.02206081	1008422	Round cairn, 1.34km west of Middle House	23/05/1994	GB	300004790	listed building	Historic England
-2.263919719	55.02201534	1008421	Round cairn, 1.36km west of Middle House	23/05/1994	GB	300004790	listed building	Historic England
-2.265277208	55.02143623	1418656	Prehistoric rock art west of Middle House	07/04/2014	GB	300004790	listed building	Historic England
-2.260163541	55.02133393	1008420	Round cairn, 1.1km west of Middle House	23/05/1994	GB	300004790	listed building	Historic England
-2.305940927	55.02061773	1010965	The vallum and early Roman road between the field boundary east of turret 34a and the field boundary west of milecastle 36 in wall miles 34, 35 and 36	12/12/1928	GB	300004790	listed building	Historic England
-2.353061087	55.0201879	1017961	Stone circle, defended settlement, Romano-British farmstead and field system, Roman camp and group of shielings immediately south of Greenlee Lough	27/04/1998	GB	300004790	listed building	Historic England
-2.080992626	55.01880728	1010958	Hadrian's Wall and vallum between field boundary east of milecastle 24 and field boundary west of the site of turret 25b in wall miles 24 to 25	12/12/1928	GB	300004790	listed building	Historic England
-1.781788331	55.01845371	1015846	Round cairn at Heddon Laws Farm	20/07/1933	GB	300004790	listed building	Historic England
-2.151129333	55.01825211	1008427	Fishponds, 250m north west of Walwick Grange Farm	05/07/1994	GB	300004790	listed building	Historic England
-1.738189372	55.01571245	1016194	Coal workings at Dewley Pits, 650m south west of Black Callerton	14/01/1998	GB	300004790	listed building	Historic England
-2.126489592	55.01581271	1008425	Defended settlement on Wall Crags	25/05/1994	GB	300004790	listed building	Historic England
-2.047355802	55.01576947	1010626	Hadrian's Wall and vallum between the track to Portgate Cottage and the field boundary east of milecastle 24 in wall miles 22 and 23	12/12/1928	GB	300004790	listed building	Historic England
-2.105723291	55.01568906	1008424	Medieval cross, 400m south east of Crag House	25/05/1994	GB	300004790	listed building	Historic England
-2.026764173	55.01305386	1010625	Hadrian's Wall and vallum between the Fence Burn and the track to Portgate Cottage in wall miles 21 and 22	12/12/1928	GB	300004790	listed building	Historic England
-1.95744197	55.01166377	1017534	Hadrian's Wall and vallum between the B6321 and Sunnybrae at Halton Shields, in wall miles 18 and 19	12/12/1928	GB	300004790	listed building	Historic England
-2.142600452	55.01146372	1008265	Medieval wayside cross, 780m SSE of Walwick Grange	13/04/1994	GB	300004790	listed building	Historic England
-2.332636769	55.01106034	1018585	Housesteads fort, section of Wall and vallum between the field boundary west of milecastle 36 and the field boundary west of turret 37a in wall miles 36 and 37	12/12/1928	GB	300004790	listed building	Historic England
-1.990080172	55.01145891	1010623	Hadrian's Wall and vallum between Sunnybrae at Halton Shields and Haltonchesters Roman fort in wall miles 20 and 21	12/12/1928	GB	300004790	listed building	Historic England
-2.046387651	55.01088284	1017734	Round cairn 530m west of Stanley Cottages	24/02/1998	GB	300004790	listed building	Historic England
-2.006471419	55.00971136	1010624	Haltonchesters Roman fort, settlement and Hadrian's Wall and vallum between the field boundary east of Haltonchesters fort and the Fence Burn in wall mile 21	12/12/1928	GB	300004790	listed building	Historic England
-2.323947994	55.00912704	1018531	Bowl barrow 420m south west of New Beggarbog	19/03/1999	GB	300004790	listed building	Historic England
-1.921138937	55.00931199	1010622	Hadrian's Wall and vallum between the B6309 and the B6321 in wall miles 16, 17 and 18	12/12/1928	GB	300004790	listed building	Historic England
-1.889169025	55.00915999	1010620	Hadrian's Wall from Oatens Bank, Harlow Hill, to Whittle Dene Watercourse in wall mile 16	12/12/1928	GB	300004790	listed building	Historic England
-2.352091164	55.00768793	1018532	Prehistoric settlement 230m north of Bradley	19/03/1999	GB	300004790	listed building	Historic England
-1.751044933	55.00682842	1018678	Dewley Hill round barrow and associated features, 350m north west of Dewley Farm	09/10/1981	GB	300004790	listed building	Historic England
-1.888804796	55.00696614	1010621	The vallum between Oatens Bank, Harlow Hill, and Whittle Dene Watercourse in wall mile 16	12/12/1928	GB	300004790	listed building	Historic England
-2.15131111	55.00522164	1011421	Hillfort on Warden Hill, 1km north-west of High Warden	26/11/1932	GB	300004790	listed building	Historic England
-2.370799008	55.00463489	1010966	Hadrian's Wall and associated features between the field boundary west of turret 37a and the road to Steel Rigg car park in wall miles 37, 38 and 39	12/12/1928	GB	300004790	listed building	Historic England
-1.853599744	55.00489193	1010618	Hadrian's Wall and vallum between the March Burn and Oatens Bank, Harlow Hill in wall miles 13,14 and 15	12/12/1928	GB	300004790	listed building	Historic England
-2.332725772	55.00405587	1018534	Round cairn 450m north east of East Crindledikes	19/03/1999	GB	300004790	listed building	Historic England
-2.003394058	55.00444846	1006406	Halton medieval settlement	19/06/1979	GB	300004790	listed building	Historic England
-2.283929007	55.00402466	1006497	Roman camp, 290m north west of Seldom Seen	08/03/1963	GB	300004790	listed building	Historic England
-2.191199839	55.00356289	1006492	Red House Roman camp	01/01/1900	GB	300004790	listed building	Historic England
-2.448032158	55.00210966	1003788	Roman aqueduct to Great Chesters from the Cawburn	04/04/1976	GB	300004790	listed building	Historic England
-1.899244116	55.0028528	1016868	Welton tower house	24/11/1999	GB	300004790	listed building	Historic England
-2.346943694	55.00237846	1018533	Medieval settlement and field system, two bastles and a corn drying kiln, immediately north east of Bradley Hall	19/03/1999	GB	300004790	listed building	Historic England
-2.331727613	55.00195305	1016469	Three prehistoric and Romano-British settlements and associated cord rig at Green Brae	19/03/1999	GB	300004790	listed building	Historic England
-2.635053116	55.00070065	1013968	Romano-British farmstead and post-medieval farmstead at Watch Hill	09/02/1984	GB	300004790	listed building	Historic England
-1.902561996	55.00176512	1016866	Welton medieval settlement, open field system and fishponds	19/01/1967	GB	300004790	listed building	Historic England
-1.823123213	55.00143286	1017533	Rudchester Roman fort, associated civil settlement and a section of Hadrian's Wall and vallum from the A69 to the March Burn in wall mile 13	12/12/1928	GB	300004790	listed building	Historic England
-2.343529256	55.00056649	1016812	Bastle at Grandy's Knowe	07/07/1999	GB	300004790	listed building	Historic England
-2.365883529	54.99978479	1010972	The vallum and a British settlement between the field boundary west of turret 37a and the road to Steel Rigg car park, in wall miles 37, 38 and 39	12/12/1928	GB	300004790	listed building	Historic England
-1.805560815	54.9991134	1010617	Hadrian's Wall and vallum from East Town House, Heddon-on-the-Wall to the A69 trunk road in wall mile 12	12/12/1928	GB	300004790	listed building	Historic England
-2.459822411	54.99827912	1010944	Chesters Pike Roman temporary camp	19/07/1979	GB	300004790	listed building	Historic England
-2.419243351	54.9982471	1010973	Hadrian's Wall, associated features and a Romano-British settlement between the road to Steel Rigg car park and the road through Caw Gap in wall miles 39 to 41	12/12/1928	GB	300004790	listed building	Historic England
-1.947241594	54.99777485	1017729	Defended settlement and Romano-British settlement on Shildon Hill	27/04/1977	GB	300004790	listed building	Historic England
-2.454954712	54.99628871	1015912	Burnhead Roman temporary camp	12/12/1928	GB	300004790	listed building	Historic England
-2.448735032	54.99617488	1017760	Cawfields Roman temporary camp	12/12/1928	GB	300004790	listed building	Historic England
-1.777967589	54.99603105	1010616	Hadrian's Wall and vallum from Throckley to East Town House, Heddon-on-the-Wall in wall mile 11	12/12/1928	GB	300004790	listed building	Historic England
-1.758002942	54.99596182	1003796	Hadrian's Wall and vallum in wall mile 10 from Dene House to Throckley Bank Top	01/01/1900	GB	300004790	listed building	Historic England
-2.359723635	54.99546591	1018535	Round cairn 380m north of Codley Gate	19/03/1999	GB	300004790	listed building	Historic England
-2.340708995	54.99549398	1018536	Defended settlement and Roman signal station 410m south of West Crindledikes	20/01/1960	GB	300004790	listed building	Historic England
-2.635041168	54.99413639	1014876	Enclosure castle known as Triermain Castle	17/02/1953	GB	300004790	listed building	Historic England
-2.410020026	54.99502556	1010974	The vallum between the road to Steel Rigg car park and the road in Caw Gap in wall miles 39, 40 and 41	12/12/1928	GB	300004790	listed building	Historic England
-2.39079236	54.99466387	1015913	Twice Brewed Roman temporary camp	12/12/1928	GB	300004790	listed building	Historic England
-2.43813444	54.99417831	1010975	Hadrian's Wall and vallum between the road to Caw Gap and the Caw Burn in wall miles 41 and 42	12/12/1928	GB	300004790	listed building	Historic England
-2.465596346	54.99353072	1010976	Great Chesters Roman fort and Hadrian's Wall between the Caw Burn and the track to Cockmount Hill farm in wall miles 42 and 43	12/12/1928	GB	300004790	listed building	Historic England
-2.499082688	54.99304883	1017535	Hadrian's Wall between the track to Cockmount Hill and Walltown Quarry East in wall miles 43, 44 and 45	12/12/1928	GB	300004790	listed building	Historic England
-1.810181214	54.99353798	1014076	Defended settlement, 400m south west of South Farm, Houghton	10/03/1932	GB	300004790	listed building	Historic England
-2.13914324	54.99315767	1011417	Motte castle, 170m west of Warden parish church	14/01/1972	GB	300004790	listed building	Historic England
-2.388236031	54.99221226	1010941	Seatsides 2 Roman temporary camp	12/12/1928	GB	300004790	listed building	Historic England
-2.448673181	54.99177187	1010931	Haltwhistle Burn 4 Roman temporary camp	31/10/1972	GB	300004790	listed building	Historic England
-2.36569607	54.99146778	1014820	Vindolanda (Chesterholm) Roman forts, civil settlement and cemeteries, adjacent length of the Stanegate Roman road and two milestones	12/12/1928	GB	300004790	listed building	Historic England
-2.582525047	54.99032297	1015923	Hadrian's Wall and vallum and their associated features between Poltross Burn and the River Irthing in wall mile 48	12/12/1928	GB	300004790	listed building	Historic England
-2.445212502	54.99084491	1010946	Haltwhistle Burn Roman temporary camps 2 and 3 and area of cord rig cultivation	12/12/1928	GB	300004790	listed building	Historic England
-2.430756607	54.9908221	1017728	Mare and Foal stone circle, 400m north east of Milestone House	02/05/1997	GB	300004790	listed building	Historic England
-1.999411075	54.99136809	1011645	Aydon Castle medieval hall, fortified manor and eighteenth century farm buildings	28/11/1932	GB	300004790	listed building	Historic England
-2.49442828	54.99028046	1010978	The vallum between Cockmount Hill and Walltown Quarry West in wall miles 43, 44 and 45	12/12/1928	GB	300004790	listed building	Historic England
-2.51282685	54.99009107	1010977	Hadrian's Wall between Walltown Quarry East and Walltown Quarry West in wall mile 45	12/12/1928	GB	300004790	listed building	Historic England
-1.856576209	54.99068598	1016470	Defended settlement and field boundary on Horsley Hill	19/03/1999	GB	300004790	listed building	Historic England
-2.605428046	54.98873773	1010994	Birdoswald Roman fort and the section of Hadrian's Wall and vallum between the River Irthing and the field boundaries east of milecastle 50	12/12/1928	GB	300004790	listed building	Historic England
-2.448080657	54.98922985	1010945	Haltwhistle Burn 1 Roman temporary camp, fortlet and section of the Stanegate	12/12/1928	GB	300004790	listed building	Historic England
-1.966413903	54.98997614	1017723	Romano-British farmstead, 900m north east of Thornborough High Barns	24/02/1998	GB	300004790	listed building	Historic England
-2.533790191	54.98877392	1006605	Thirlwall Castle	28/11/1932	GB	300004790	listed building	Historic England
-2.434653865	54.98910428	1010932	Milestone House Roman temporary camp and section of the Stanegate Roman road	12/12/1928	GB	300004790	listed building	Historic England
-2.586750018	54.9882529	1010609	Willowford Roman temporary camp	12/12/1928	GB	300004790	listed building	Historic England
-2.395694301	54.98882944	1010940	Seatsides 1 Roman temporary camp and section of the Stanegate Roman road from the west side of the road from Once Brewed to the south side of the B6318	12/12/1928	GB	300004790	listed building	Historic England
-2.457896752	54.98856275	1010933	Markham Cottage Roman temporary camps 1 and 2, a section of the Stanegate Roman road, a length of Roman road and two Roman cemeteries	12/12/1928	GB	300004790	listed building	Historic England
-2.381379812	54.9881878	1010942	Bean Burn 1 Roman temporary camp	12/12/1928	GB	300004790	listed building	Historic England
-2.273049837	54.9884315	1006413	Langley Barony Mines, Haydon Bridge	01/01/1900	GB	300004790	listed building	Historic England
-2.383971775	54.98801504	1010943	Bean Burn 2 Roman temporary camp	12/12/1928	GB	300004790	listed building	Historic England
-2.531942302	54.98739889	1010992	Hadrian's Wall and vallum between the field boundary west of Carvoran Roman fort and the west side of the B6318 road in wall mile 46	12/12/1928	GB	300004790	listed building	Historic England
-2.551728894	54.98719187	1010993	Hadrian's Wall, vallum, section of the Stanegate Roman road and a Roman temporary camp between the B6318 road and Poltross Burn in wall miles 46 and 47	12/12/1928	GB	300004790	listed building	Historic England
-2.577577172	54.98686697	1010611	Throp Roman fortlet	12/12/1928	GB	300004790	listed building	Historic England
-2.469471641	54.98673456	1010952	Sunny Rigg 3 Roman temporary camp	12/12/1928	GB	300004790	listed building	Historic England
-2.523827014	54.98542106	1010991	Carvoran Roman fort and Hadrian's Wall and vallum between the unclassified road to Old Shield and the field boundary west of the fort in wall miles 45 and 46	12/12/1928	GB	300004790	listed building	Historic England
-2.62547515	54.98456294	1010995	Hadrian's Wall and vallum between the field boundaries east of milecastle 50 and the boundary west of Coombe Crag in wall miles 50 and 51	12/12/1928	GB	300004790	listed building	Historic England
-2.472305386	54.98512978	1010951	Sunny Rigg 2 Roman temporary camp	12/12/1928	GB	300004790	listed building	Historic England
-1.887898044	54.98595853	1018369	Nafferton castle and tower house, 750m east of Nafferton Farm	08/08/1957	GB	300004790	listed building	Historic England
-2.462990512	54.98476447	1010934	Lees Hall Roman camp	12/12/1928	GB	300004790	listed building	Historic England
-2.477470968	54.98445304	1010950	Sunny Rigg 1 Roman temporary camp	12/12/1928	GB	300004790	listed building	Historic England
-2.570046599	54.98383345	1010955	Crooks Roman temporary camp	12/12/1928	GB	300004790	listed building	Historic England
-2.602398271	54.98321079	1013606	Moated site at Upper Denton	24/02/1978	GB	300004790	listed building	Historic England
-2.51429574	54.98361013	1010956	The section of Stanegate Roman road from Fell End Roman temporary camp to the track to Old Shield, and the Roman cemetery adjacent to Carvoran Roman fort	12/12/1928	GB	300004790	listed building	Historic England
-2.601779682	54.98291219	1014767	Bastle at Upper Denton	06/02/1979	GB	300004790	listed building	Historic England
-2.492100695	54.98338744	1010953	Fell End Roman temporary camp and section of the Stanegate Roman road	12/12/1928	GB	300004790	listed building	Historic England
-2.602196835	54.98272538	1015251	St Cuthbert's Church, 100m north west of Upper Denton Farm	13/12/1978	GB	300004790	listed building	Historic England
-2.554784417	54.98212162	1010954	Chapel Rigg Roman temporary camp	12/12/1928	GB	300004790	listed building	Historic England
-2.013306046	54.98177969	1006441	Walker's Pottery	10/07/1973	GB	300004790	listed building	Historic England
-2.605905322	54.97967444	1013605	Roman signal station on Mains Rigg	24/05/1961	GB	300004790	listed building	Historic England
-2.267781959	54.98056967	1006432	Bastles at Chesterwood	01/01/1900	GB	300004790	listed building	Historic England
-2.033083873	54.9805371	1006611	Corbridge (Corstopitum) Roman station	01/01/1900	GB	300004790	listed building	Historic England
